order_id,order_date,product_category,platform,city,customer_age,is_premium_member,unit_price,quantity,discount_pct,shipping_cost,gmv,order_status,review_score,days_to_deliver
ORD100233,2022-09-03,Toys,Android App,Chennai,47,1,946.35,2,0,0,1892.7,Delivered,1.0,13.0
ORD100234,2022-09-04,Home & Kitchen,iOS App,Bangalore,48,1,4526.74,3,30,0,9506.15,Shipped,,11.0
ORD100235,2022-09-04,Fashion,Web,Ahmedabad,31,0,1605.85,4,0,49,6472.4,Delivered,2.0,5.0
ORD100236,2022-09-04,Books,iOS App,Kanpur,46,0,664.71,2,0,0,1329.42,Shipped,5.0,7.0
ORD100237,2022-09-05,Electronics,Web,Kanpur,20,0,15464.41,3,5,49,44122.57,Delivered,3.0,10.0
ORD100238,2022-09-05,Automotive,iOS App,Ahmedabad,40,0,5574.62,4,0,0,22298.48,Delivered,1.0,11.0
ORD100239,2022-09-06,Toys,Tablet,Chennai,63,0,1251.8,2,5,149,2527.42,Delivered,4.0,5.0
ORD100240,2022-09-06,Food,Android App,Ahmedabad,60,0,364.06,5,30,149,1423.21,Delivered,5.0,4.0
ORD100241,2022-09-06,Food,Web,Kanpur,20,1,487.35,3,15,0,1242.74,Shipped,2.0,13.0
ORD100242,2022-09-07,Automotive,iOS App,Indore,20,0,8441.23,4,5,0,32076.67,Delivered,4.0,14.0
ORD100243,2022-09-07,Health,Android App,Delhi,56,1,1142.45,4,10,0,4112.82,Returned,4.0,5.0
ORD100244,2022-09-08,Electronics,Tablet,Kanpur,27,1,21781.16,5,20,0,87124.64,Delivered,3.0,1.0
ORD100245,2022-09-08,Fashion,iOS App,Kanpur,49,0,1330.95,4,0,99,5422.8,Delivered,3.0,9.0
ORD100246,2022-09-08,Fashion,Tablet,Chennai,43,0,829.76,3,15,49,2164.89,Returned,,1.0
ORD100247,2022-09-09,Electronics,Web,Mumbai,37,0,16659.99,4,10,49,60024.96,Delivered,5.0,3.0
ORD100248,2022-09-09,Food,Tablet,Hyderabad,32,0,230.56,3,15,149,736.93,Shipped,4.0,8.0
ORD100249,2022-09-10,Electronics,Web,Hyderabad,53,1,22756.8,5,0,99,113883.0,Delivered,4.0,6.0
ORD100250,2022-09-10,Fashion,Android App,Delhi,30,1,1804.55,3,15,49,4650.6,Delivered,2.0,1.0
ORD100251,2022-09-10,Food,Web,Chennai,53,0,476.51,4,15,99,1719.13,Delivered,4.0,5.0
ORD100252,2022-09-11,Books,Tablet,Bangalore,28,0,216.72,2,10,49,439.1,Processing,4.0,10.0
ORD100253,2022-09-11,Books,Web,Indore,59,1,420.47,1,0,99,519.47,Delivered,,11.0
ORD100254,2022-09-12,Home & Kitchen,iOS App,Delhi,50,0,3293.88,3,0,0,9881.64,Delivered,4.0,11.0
ORD100255,2022-09-12,Food,Android App,Jaipur,43,1,322.79,5,15,49,1420.86,Cancelled,4.0,
ORD100256,2022-09-13,Home & Kitchen,Web,Hyderabad,22,0,2038.03,4,10,0,7336.91,Delivered,5.0,10.0
ORD100257,2022-09-13,Automotive,Android App,Nagpur,28,0,6185.7,2,30,0,8659.98,Returned,4.0,5.0
ORD100258,2022-09-13,Food,iOS App,Ahmedabad,47,0,371.38,5,5,49,1813.06,Delivered,5.0,10.0
ORD100259,2022-09-14,Books,iOS App,Jaipur,44,0,339.74,4,0,99,1457.96,Shipped,5.0,1.0
ORD100260,2022-09-14,Toys,iOS App,Pune,22,0,1032.96,3,15,49,2683.05,Delivered,2.0,6.0
ORD100261,2022-09-15,Fashion,Tablet,Nagpur,22,0,1078.21,5,15,149,4731.39,Shipped,5.0,5.0
ORD100262,2022-09-15,Automotive,iOS App,Lucknow,46,0,5269.79,4,5,49,20074.2,Processing,4.0,10.0
ORD100263,2022-09-15,Food,Tablet,Jaipur,35,1,465.23,2,15,149,939.89,Delivered,3.0,4.0
ORD100264,2022-09-16,Electronics,Web,Pune,40,0,8063.81,1,0,0,8063.81,Shipped,5.0,5.0
ORD100265,2022-09-16,Fashion,Android App,Kolkata,46,1,1091.08,2,0,49,2231.16,Returned,5.0,8.0
ORD100266,2022-09-17,Fashion,iOS App,Chennai,57,0,2284.31,1,0,0,2284.31,Shipped,2.0,10.0
ORD100267,2022-09-17,Automotive,Android App,Surat,29,1,3602.82,1,0,0,3602.82,Cancelled,4.0,
ORD100268,2022-09-17,Electronics,Tablet,Hyderabad,50,0,16441.68,3,10,0,44392.54,Shipped,5.0,13.0
ORD100269,2022-09-18,Books,Android App,Hyderabad,58,1,413.4,5,0,99,2166.0,Delivered,5.0,14.0
ORD100270,2022-09-18,Home & Kitchen,iOS App,Kolkata,60,0,4436.91,4,20,0,14198.11,Processing,4.0,9.0
ORD100271,2022-09-19,Home & Kitchen,Web,Indore,63,0,4252.98,3,0,0,12758.94,Delivered,4.0,8.0
ORD100272,2022-09-19,Electronics,Tablet,Kolkata,18,1,21602.15,2,10,0,38883.87,Delivered,5.0,8.0
ORD100273,2022-09-19,Books,iOS App,Indore,21,0,668.72,4,5,99,2640.14,Delivered,5.0,2.0
ORD100274,2022-09-20,Food,Web,Ahmedabad,58,1,272.29,3,0,49,865.87,Delivered,2.0,6.0
ORD100275,2022-09-20,Home & Kitchen,iOS App,Delhi,27,1,3704.16,1,10,0,3333.74,Shipped,4.0,12.0
ORD100276,2022-09-21,Automotive,Web,Jaipur,31,0,9729.81,3,30,0,20432.6,Shipped,4.0,10.0
ORD100277,2022-09-21,Toys,Android App,Indore,40,0,484.56,1,25,99,462.42,Processing,5.0,1.0
ORD100278,2022-09-21,Automotive,Tablet,Indore,48,1,9611.59,3,0,99,28933.77,Delivered,5.0,2.0
ORD100279,2022-09-22,Health,iOS App,Bangalore,19,1,1730.18,1,5,49,1692.67,Delivered,5.0,12.0
ORD100280,2022-09-22,Home & Kitchen,Android App,Hyderabad,48,0,5790.64,2,0,49,11630.28,Delivered,5.0,11.0
ORD100281,2022-09-23,Home & Kitchen,Tablet,Lucknow,22,1,1801.63,5,5,0,8557.74,Delivered,4.0,6.0
ORD100282,2022-09-23,Home & Kitchen,Tablet,Kolkata,35,1,4099.05,1,0,49,4148.05,Processing,5.0,14.0
ORD100283,2022-09-23,Health,Web,Nagpur,60,0,1581.53,1,25,99,1285.15,Processing,,1.0
ORD100284,2022-09-24,Books,Web,Ahmedabad,23,1,339.69,2,10,99,710.44,Delivered,5.0,11.0
ORD100285,2022-09-24,Books,iOS App,Chennai,20,0,485.04,5,0,49,2474.2,Shipped,5.0,14.0
ORD100286,2022-09-25,Home & Kitchen,iOS App,Hyderabad,40,0,2654.0,5,30,99,9388.0,Delivered,,7.0
ORD100287,2022-09-25,Food,Web,Delhi,29,1,173.61,4,10,49,674.0,Cancelled,4.0,
ORD100288,2022-09-26,Toys,Web,Hyderabad,29,1,1244.87,4,0,99,5078.48,Shipped,4.0,3.0
ORD100289,2022-09-26,Food,Tablet,Kanpur,37,0,492.96,5,15,99,2194.08,Delivered,4.0,12.0
ORD100290,2022-09-26,Food,Web,Chennai,26,0,151.15,2,10,99,371.07,Shipped,4.0,11.0
ORD100291,2022-09-27,Health,iOS App,Kolkata,18,0,613.78,3,5,0,1749.27,Delivered,5.0,6.0
ORD100292,2022-09-27,Fashion,Web,Bangalore,61,0,1659.49,1,0,49,1708.49,Shipped,4.0,4.0
ORD100293,2022-09-28,Food,Android App,Ahmedabad,56,0,157.37,3,0,0,472.11,Shipped,3.0,7.0
ORD100294,2022-09-28,Books,Android App,Bhopal,37,0,506.36,5,0,49,2580.8,Processing,4.0,7.0
ORD100295,2022-09-28,Books,Android App,Kanpur,57,0,552.73,1,20,49,491.18,Delivered,3.0,6.0
ORD100296,2022-09-29,Books,iOS App,Kanpur,64,0,392.68,4,0,99,1669.72,Processing,4.0,12.0
ORD100297,2022-09-29,Fashion,Web,Chennai,36,1,1961.24,3,5,49,5638.53,Delivered,3.0,6.0
ORD100298,2022-09-30,Toys,iOS App,Hyderabad,25,1,469.31,5,30,49,1691.58,Shipped,3.0,2.0
ORD100299,2022-09-30,Fashion,Tablet,Delhi,27,0,1142.23,3,30,99,2497.68,Cancelled,4.0,
ORD100300,2022-09-30,Toys,Web,Indore,63,0,1198.02,3,15,0,3054.95,Delivered,5.0,11.0
ORD100301,2022-10-01,Automotive,Tablet,Bhopal,59,1,3162.61,1,15,0,2688.22,Delivered,5.0,1.0
ORD100302,2022-10-01,Books,Tablet,Pune,50,0,324.67,3,25,0,730.51,Delivered,3.0,10.0
ORD100303,2022-10-02,Books,Android App,Lucknow,49,0,501.11,5,15,99,2228.72,Shipped,,7.0
ORD100304,2022-10-02,Toys,Tablet,Chennai,32,0,609.76,1,5,0,579.27,Delivered,3.0,10.0
ORD100305,2022-10-02,Automotive,iOS App,Surat,42,1,6106.57,1,0,49,6155.57,Cancelled,5.0,
ORD100306,2022-10-03,Fashion,Android App,Delhi,35,0,2106.94,5,0,0,10534.7,Returned,5.0,3.0
ORD100307,2022-10-03,Books,Android App,Hyderabad,36,1,316.57,2,5,49,650.48,Delivered,5.0,8.0
ORD100308,2022-10-04,Home & Kitchen,Android App,Pune,52,1,3461.33,4,0,149,13994.32,Delivered,4.0,1.0
ORD100309,2022-10-04,Fashion,Android App,Bhopal,43,1,632.85,4,0,149,2680.4,Delivered,4.0,4.0
ORD100310,2022-10-04,Fashion,Web,Ahmedabad,38,1,1875.07,3,0,0,5625.21,Delivered,5.0,1.0
ORD100311,2022-10-05,Health,Tablet,Chennai,29,1,929.33,3,10,49,2558.19,Shipped,5.0,5.0
ORD100312,2022-10-05,Automotive,Android App,Mumbai,48,1,8950.4,4,0,0,35801.6,Delivered,5.0,13.0
ORD100313,2022-10-06,Health,Web,Bangalore,39,0,569.56,2,0,99,1238.12,Delivered,4.0,8.0
ORD100314,2022-10-06,Electronics,Android App,Chennai,20,1,25100.18,1,10,49,22639.16,Delivered,,11.0
ORD100315,2022-10-06,Books,Tablet,Hyderabad,50,0,602.24,5,0,0,3011.2,Shipped,,11.0
ORD100316,2022-10-07,Food,Web,Bangalore,33,0,416.03,1,5,49,444.23,Delivered,5.0,2.0
ORD100317,2022-10-07,Automotive,Tablet,Kanpur,37,0,8007.85,1,0,49,8056.85,Delivered,,14.0
ORD100318,2022-10-08,Fashion,iOS App,Pune,64,1,1028.02,4,10,149,3849.87,Delivered,4.0,3.0
ORD100319,2022-10-08,Toys,iOS App,Chennai,50,0,787.57,3,20,0,1890.17,Delivered,3.0,4.0
ORD100320,2022-10-09,Health,iOS App,Ahmedabad,21,0,971.04,2,0,149,2091.08,Delivered,5.0,10.0
ORD100321,2022-10-09,Home & Kitchen,Android App,Hyderabad,52,0,2584.67,1,20,0,2067.74,Delivered,5.0,7.0
ORD100322,2022-10-09,Home & Kitchen,Web,Lucknow,31,1,3712.61,2,20,0,5940.18,Delivered,4.0,4.0
ORD100323,2022-10-10,Toys,iOS App,Ahmedabad,53,0,1082.41,1,30,99,856.69,Delivered,4.0,5.0
ORD100324,2022-10-10,Food,Tablet,Indore,34,0,304.52,3,20,49,779.85,Delivered,5.0,6.0
ORD100325,2022-10-11,Home & Kitchen,Web,Surat,44,0,5885.09,3,10,149,16038.74,Cancelled,3.0,
ORD100326,2022-10-11,Food,iOS App,Pune,50,1,390.78,5,0,49,2002.9,Delivered,5.0,12.0
ORD100327,2022-10-11,Automotive,Android App,Bangalore,26,1,5820.24,5,0,49,29150.2,Delivered,,6.0
ORD100328,2022-10-12,Fashion,iOS App,Delhi,24,0,1327.12,3,0,0,3981.36,Delivered,3.0,6.0
ORD100329,2022-10-12,Home & Kitchen,Web,Surat,50,0,4126.23,3,5,149,11908.76,Delivered,5.0,2.0
ORD100330,2022-10-13,Books,Android App,Mumbai,21,1,401.68,4,30,99,1223.7,Delivered,3.0,14.0
ORD100331,2022-10-13,Toys,Web,Pune,56,0,583.04,2,0,99,1265.08,Shipped,4.0,9.0
ORD100332,2022-10-13,Electronics,iOS App,Mumbai,38,1,19223.53,4,5,99,73148.41,Shipped,,4.0
ORD100333,2022-10-14,Books,Android App,Pune,22,1,528.18,1,30,0,369.73,Delivered,3.0,1.0
ORD100334,2022-10-14,Fashion,Android App,Indore,53,0,1245.2,5,0,149,6375.0,Processing,3.0,14.0
ORD100335,2022-10-15,Fashion,Tablet,Delhi,60,1,1109.98,5,0,49,5598.9,Delivered,,1.0
ORD100336,2022-10-15,Books,Tablet,Bhopal,21,0,289.13,5,0,99,1544.65,Shipped,3.0,3.0
ORD100337,2022-10-15,Toys,Web,Bhopal,62,1,730.96,2,0,99,1560.92,Delivered,4.0,13.0
ORD100338,2022-10-16,Books,iOS App,Nagpur,37,0,303.29,4,5,49,1201.5,Delivered,4.0,5.0
ORD100339,2022-10-16,Books,Web,Lucknow,49,1,575.63,3,5,99,1739.55,Shipped,1.0,13.0
ORD100340,2022-10-17,Books,Tablet,Bangalore,30,0,510.32,5,10,99,2395.44,Delivered,3.0,8.0
ORD100341,2022-10-17,Toys,Web,Delhi,23,0,651.28,1,0,0,651.28,Delivered,5.0,8.0
ORD100342,2022-10-17,Toys,Tablet,Indore,64,0,1391.42,2,10,99,2603.56,Shipped,4.0,14.0
ORD100343,2022-10-18,Health,Web,Pune,48,1,1321.66,1,0,49,1370.66,Delivered,4.0,1.0
ORD100344,2022-10-18,Fashion,Web,Kolkata,29,1,856.45,5,5,99,4167.14,Processing,5.0,5.0
ORD100345,2022-10-19,Fashion,Tablet,Delhi,34,1,2092.81,1,0,99,2191.81,Delivered,4.0,5.0
ORD100346,2022-10-19,Home & Kitchen,Web,Mumbai,53,1,4891.66,1,15,0,4157.91,Delivered,4.0,11.0
ORD100347,2022-10-19,Electronics,iOS App,Jaipur,32,0,18750.64,1,10,0,16875.58,Delivered,,5.0
ORD100348,2022-10-20,Health,Android App,Kolkata,50,1,765.18,5,0,0,3825.9,Processing,5.0,13.0
ORD100349,2022-10-20,Toys,Android App,Lucknow,19,0,1201.42,3,10,99,3342.83,Delivered,5.0,11.0
ORD100350,2022-10-21,Home & Kitchen,Tablet,Nagpur,64,0,2060.33,1,5,149,2106.31,Delivered,4.0,13.0
ORD100351,2022-10-21,Books,iOS App,Mumbai,52,0,394.47,2,20,99,730.15,Delivered,5.0,12.0
ORD100352,2022-10-22,Electronics,Android App,Bhopal,33,1,25889.76,3,30,99,54467.5,Shipped,5.0,11.0
ORD100353,2022-10-22,Books,Tablet,Indore,44,0,595.76,5,0,49,3027.8,Delivered,4.0,5.0
ORD100354,2022-10-22,Books,Web,Jaipur,26,0,505.69,2,5,49,1009.81,Shipped,4.0,11.0
ORD100355,2022-10-23,Fashion,iOS App,Pune,39,0,613.94,1,0,149,762.94,Delivered,3.0,6.0
ORD100356,2022-10-23,Toys,iOS App,Bangalore,34,0,699.78,4,15,0,2379.25,Delivered,,5.0
ORD100357,2022-10-24,Home & Kitchen,Tablet,Chennai,36,0,5339.39,3,0,49,16067.17,Shipped,5.0,4.0
ORD100358,2022-10-24,Toys,Android App,Lucknow,56,1,1107.43,1,5,0,1052.06,Delivered,4.0,13.0
ORD100359,2022-10-24,Toys,Android App,Delhi,37,1,1201.13,3,20,0,2882.71,Delivered,4.0,11.0
ORD100360,2022-10-25,Electronics,Web,Bhopal,18,1,8917.08,3,0,99,26850.24,Delivered,,1.0
ORD100361,2022-10-25,Food,Tablet,Bangalore,39,0,477.79,2,20,0,764.46,Delivered,4.0,5.0
ORD100362,2022-10-26,Fashion,Web,Kanpur,20,1,1012.29,2,0,49,2073.58,Processing,5.0,9.0
ORD100363,2022-10-26,Health,iOS App,Nagpur,40,0,898.6,1,25,0,673.95,Cancelled,5.0,
ORD100364,2022-10-26,Automotive,Android App,Hyderabad,49,1,8804.37,5,15,49,37467.57,Delivered,,5.0
ORD100365,2022-10-27,Health,Tablet,Ahmedabad,22,0,998.4,1,0,0,998.4,Shipped,4.0,10.0
ORD100366,2022-10-27,Health,iOS App,Jaipur,20,0,1318.15,3,0,149,4103.45,Cancelled,5.0,
ORD100367,2022-10-28,Books,iOS App,Kanpur,35,0,464.99,1,5,49,490.74,Shipped,4.0,3.0
ORD100368,2022-10-28,Fashion,Web,Mumbai,40,0,2158.94,5,10,99,9814.23,Shipped,,2.0
ORD100369,2022-10-28,Toys,Android App,Chennai,21,1,513.93,2,0,49,1076.86,Delivered,1.0,13.0
ORD100370,2022-10-29,Food,Web,Bangalore,33,0,161.67,5,25,0,606.26,Processing,5.0,10.0
ORD100371,2022-10-29,Automotive,Android App,Hyderabad,54,1,7242.65,1,15,99,6255.25,Delivered,4.0,12.0
ORD100372,2022-10-30,Fashion,Web,Lucknow,44,0,2120.36,2,30,0,2968.5,Delivered,5.0,8.0
ORD100373,2022-10-30,Electronics,iOS App,Kolkata,42,0,28269.79,2,0,49,56588.58,Delivered,4.0,9.0
ORD100374,2022-10-30,Automotive,iOS App,Ahmedabad,22,1,5499.44,1,5,49,5273.47,Delivered,3.0,5.0
ORD100375,2022-10-31,Toys,Android App,Kolkata,55,1,1121.6,3,0,99,3463.8,Delivered,5.0,2.0
ORD100376,2022-10-31,Home & Kitchen,iOS App,Mumbai,45,1,3258.54,3,0,149,9924.62,Delivered,4.0,11.0
ORD100377,2022-11-01,Electronics,Web,Delhi,38,0,14674.7,3,0,0,44024.1,Delivered,4.0,3.0
ORD100378,2022-11-01,Books,Tablet,Chennai,46,1,187.71,3,0,99,662.13,Processing,3.0,13.0
ORD100379,2022-11-01,Fashion,Tablet,Mumbai,25,1,1050.2,1,10,49,994.18,Returned,,2.0
ORD100380,2022-11-02,Fashion,iOS App,Nagpur,49,0,906.31,2,0,99,1911.62,Shipped,5.0,14.0
ORD100381,2022-11-02,Fashion,iOS App,Bhopal,32,0,1083.5,3,0,149,3399.5,Delivered,5.0,7.0
ORD100382,2022-11-03,Automotive,Web,Ahmedabad,19,0,4665.45,4,5,49,17777.71,Delivered,5.0,4.0
ORD100383,2022-11-03,Fashion,Web,Surat,28,0,2146.04,2,15,0,3648.27,Delivered,5.0,4.0
ORD100384,2022-11-04,Health,iOS App,Mumbai,35,1,724.56,3,15,99,1946.63,Delivered,4.0,10.0
ORD100385,2022-11-04,Home & Kitchen,Android App,Mumbai,38,1,5186.84,5,10,49,23389.78,Delivered,3.0,12.0
ORD100386,2022-11-04,Automotive,Android App,Surat,28,0,8945.07,4,0,149,35929.28,Delivered,5.0,7.0
ORD100387,2022-11-05,Electronics,Android App,Kanpur,55,0,17934.97,1,10,49,16190.47,Delivered,5.0,7.0
ORD100388,2022-11-05,Food,Web,Indore,30,1,396.69,2,10,149,863.04,Returned,2.0,13.0
ORD100389,2022-11-06,Fashion,Web,Pune,23,0,1173.49,1,0,0,1173.49,Delivered,5.0,7.0
ORD100390,2022-11-06,Automotive,iOS App,Kolkata,28,1,2633.28,5,0,99,13265.4,Delivered,4.0,5.0
ORD100391,2022-11-06,Electronics,iOS App,Kanpur,36,0,23467.16,5,25,49,88050.85,Delivered,4.0,13.0
ORD100392,2022-11-07,Fashion,Android App,Bangalore,20,1,1691.54,3,0,99,5173.62,Delivered,4.0,12.0
ORD100393,2022-11-07,Fashion,Android App,Bhopal,22,0,1430.45,2,0,149,3009.9,Cancelled,,
ORD100394,2022-11-08,Automotive,Web,Hyderabad,25,0,9240.18,4,0,99,37059.72,Delivered,3.0,1.0
ORD100395,2022-11-08,Home & Kitchen,Tablet,Mumbai,36,0,4772.66,1,20,99,3917.13,Delivered,4.0,6.0
ORD100396,2022-11-08,Books,Android App,Kanpur,62,0,398.43,4,5,0,1514.03,Delivered,4.0,14.0
ORD100397,2022-11-09,Automotive,iOS App,Bhopal,45,0,2900.34,5,30,0,10151.19,Delivered,,14.0
ORD100398,2022-11-09,Home & Kitchen,Android App,Ahmedabad,21,0,5442.39,1,20,49,4402.91,Delivered,4.0,10.0
ORD100399,2022-11-10,Health,iOS App,Bangalore,21,0,1779.27,3,15,49,4586.14,Processing,4.0,7.0
ORD100400,2022-11-10,Home & Kitchen,Web,Bangalore,22,1,4355.34,1,0,0,4355.34,Processing,,13.0
ORD100401,2022-11-10,Fashion,Android App,Hyderabad,21,0,1982.76,4,0,99,8030.04,Delivered,5.0,9.0
ORD100402,2022-11-11,Food,Web,Jaipur,41,0,314.76,4,20,99,1106.23,Cancelled,3.0,
ORD100403,2022-11-11,Home & Kitchen,Web,Surat,52,0,2564.89,1,30,0,1795.42,Processing,3.0,6.0
ORD100404,2022-11-12,Automotive,iOS App,Lucknow,38,1,9340.51,5,20,0,37362.04,Delivered,5.0,5.0
ORD100405,2022-11-12,Books,Tablet,Lucknow,37,0,536.38,2,25,49,853.57,Delivered,4.0,10.0
ORD100406,2022-11-12,Automotive,Android App,Chennai,45,1,6614.22,3,10,99,17957.39,Shipped,1.0,4.0
ORD100407,2022-11-13,Electronics,Tablet,Bangalore,34,1,22846.9,2,5,149,43558.11,Delivered,4.0,11.0
ORD100408,2022-11-13,Health,Tablet,Bhopal,56,0,1141.01,5,5,49,5468.8,Delivered,,4.0
ORD100409,2022-11-14,Home & Kitchen,Tablet,Bangalore,50,0,1762.73,4,5,0,6698.37,Delivered,5.0,9.0
ORD100410,2022-11-14,Food,Android App,Ahmedabad,64,0,372.67,5,0,99,1962.35,Delivered,5.0,5.0
ORD100411,2022-11-14,Home & Kitchen,iOS App,Hyderabad,21,1,1523.48,2,0,0,3046.96,Delivered,3.0,4.0
ORD100412,2022-11-15,Automotive,iOS App,Lucknow,38,0,4152.59,3,0,99,12556.77,Delivered,4.0,10.0
ORD100413,2022-11-15,Books,Web,Hyderabad,58,0,256.89,3,0,49,819.67,Cancelled,,
ORD100414,2022-11-16,Books,Android App,Delhi,49,1,353.56,2,0,149,856.12,Delivered,5.0,12.0
ORD100415,2022-11-16,Toys,Android App,Hyderabad,54,1,1303.73,5,10,99,5965.78,Delivered,4.0,8.0
ORD100416,2022-11-17,Toys,Tablet,Delhi,40,0,433.69,5,10,0,1951.6,Delivered,5.0,13.0
ORD100417,2022-11-17,Books,Web,Bangalore,36,0,362.64,5,10,49,1680.88,Delivered,3.0,12.0
ORD100418,2022-11-17,Fashion,Tablet,Ahmedabad,53,0,1967.21,3,15,0,5016.39,Delivered,4.0,13.0
ORD100419,2022-11-18,Fashion,iOS App,Bhopal,40,1,2153.56,1,5,0,2045.88,Shipped,4.0,1.0
ORD100420,2022-11-18,Health,Web,Chennai,37,0,1443.77,1,5,49,1420.58,Delivered,5.0,12.0
ORD100421,2022-11-19,Fashion,iOS App,Kanpur,36,0,2337.38,3,5,49,6710.53,Delivered,5.0,8.0
ORD100422,2022-11-19,Health,Tablet,Ahmedabad,23,1,1389.49,5,0,99,7046.45,Delivered,4.0,10.0
ORD100423,2022-11-19,Food,iOS App,Bhopal,54,1,404.3,4,10,0,1455.48,Delivered,4.0,14.0
ORD100424,2022-11-20,Automotive,Web,Ahmedabad,58,0,5665.51,4,15,49,19311.73,Delivered,5.0,8.0
ORD100425,2022-11-20,Toys,iOS App,Delhi,19,1,667.16,4,0,149,2817.64,Delivered,3.0,10.0
ORD100426,2022-11-21,Home & Kitchen,Android App,Kolkata,36,0,3578.44,5,20,49,14362.76,Delivered,2.0,14.0
ORD100427,2022-11-21,Toys,iOS App,Delhi,49,1,1156.31,5,0,49,5830.55,Delivered,5.0,2.0
ORD100428,2022-11-21,Electronics,Web,Chennai,25,0,22130.92,2,5,99,42147.75,Returned,5.0,11.0
ORD100429,2022-11-22,Food,Web,Jaipur,32,0,414.46,4,20,99,1425.27,Shipped,4.0,10.0
ORD100430,2022-11-22,Fashion,Web,Indore,63,1,1729.66,2,15,49,2989.42,Delivered,3.0,3.0
ORD100431,2022-11-23,Health,Android App,Surat,54,0,1439.69,4,10,149,5331.88,Delivered,5.0,1.0
ORD100432,2022-11-23,Books,iOS App,Pune,59,0,256.73,1,10,0,231.06,Delivered,3.0,9.0
ORD100433,2022-11-23,Fashion,iOS App,Surat,64,1,1182.59,1,0,0,1182.59,Delivered,5.0,6.0
ORD100434,2022-11-24,Electronics,iOS App,Chennai,50,0,20126.81,1,10,49,18163.13,Delivered,5.0,5.0
ORD100435,2022-11-24,Toys,Android App,Delhi,31,0,367.37,3,10,0,991.9,Cancelled,5.0,
ORD100436,2022-11-25,Health,Tablet,Kanpur,62,0,1681.6,5,0,0,8408.0,Delivered,4.0,8.0
ORD100437,2022-11-25,Electronics,Android App,Nagpur,38,1,12888.52,3,0,0,38665.56,Processing,5.0,4.0
ORD100438,2022-11-25,Electronics,Android App,Surat,43,0,9491.3,3,30,99,20030.73,Delivered,,2.0
ORD100439,2022-11-26,Toys,Android App,Ahmedabad,43,0,1047.46,4,0,49,4238.84,Delivered,5.0,1.0
ORD100440,2022-11-26,Toys,Web,Kolkata,43,0,553.43,5,20,99,2312.72,Delivered,4.0,4.0
ORD100441,2022-11-27,Books,Tablet,Pune,43,0,470.02,3,0,0,1410.06,Delivered,,9.0
ORD100442,2022-11-27,Fashion,Android App,Bhopal,54,1,1048.16,4,0,99,4291.64,Shipped,4.0,8.0
ORD100443,2022-11-27,Fashion,Tablet,Ahmedabad,25,1,898.69,3,10,0,2426.46,Processing,3.0,11.0
ORD100444,2022-11-28,Electronics,iOS App,Indore,38,0,24037.41,5,10,0,108168.34,Delivered,3.0,9.0
ORD100445,2022-11-28,Fashion,Web,Mumbai,45,0,1299.07,3,5,99,3801.35,Delivered,4.0,5.0
ORD100446,2022-11-29,Health,Android App,Pune,44,0,1225.49,5,0,0,6127.45,Delivered,3.0,13.0
ORD100447,2022-11-29,Books,iOS App,Chennai,52,0,288.47,5,5,99,1469.23,Delivered,5.0,9.0
ORD100448,2022-11-30,Electronics,Web,Delhi,33,0,19929.33,5,15,99,84798.65,Processing,1.0,9.0
ORD100449,2022-11-30,Health,Tablet,Bhopal,62,0,1018.66,2,0,99,2136.32,Delivered,4.0,7.0
ORD100450,2022-11-30,Toys,Android App,Mumbai,18,0,403.79,2,5,49,816.2,Delivered,5.0,6.0
ORD100451,2022-12-01,Electronics,Tablet,Jaipur,52,0,23850.57,4,0,149,95551.28,Delivered,3.0,14.0
ORD100452,2022-12-01,Toys,Web,Chennai,25,1,929.98,5,0,0,4649.9,Delivered,5.0,6.0
ORD100453,2022-12-02,Fashion,Web,Delhi,46,0,2269.21,4,0,149,9225.84,Delivered,,12.0
ORD100454,2022-12-02,Health,iOS App,Bhopal,19,1,1540.73,4,0,0,6162.92,Delivered,2.0,2.0
ORD100455,2022-12-02,Books,Tablet,Hyderabad,28,1,474.84,3,15,49,1259.84,Delivered,4.0,14.0
ORD100456,2022-12-03,Fashion,Android App,Pune,36,1,677.51,5,30,149,2520.28,Returned,2.0,11.0
ORD100457,2022-12-03,Automotive,Tablet,Bangalore,22,0,8139.39,3,0,0,24418.17,Processing,5.0,12.0
ORD100458,2022-12-04,Electronics,Tablet,Lucknow,33,0,19853.49,4,0,99,79512.96,Delivered,4.0,5.0
ORD100459,2022-12-04,Automotive,Tablet,Indore,47,0,8762.74,3,30,49,18450.75,Shipped,,10.0
ORD100460,2022-12-04,Home & Kitchen,iOS App,Pune,25,0,4099.85,5,0,149,20648.25,Delivered,5.0,11.0
ORD100461,2022-12-05,Toys,Web,Nagpur,47,0,352.13,4,0,0,1408.52,Delivered,5.0,1.0
ORD100462,2022-12-05,Toys,Tablet,Kolkata,39,0,1205.66,5,10,49,5474.47,Delivered,,10.0
ORD100463,2022-12-06,Books,Android App,Jaipur,57,0,594.62,1,0,0,594.62,Delivered,3.0,13.0
ORD100464,2022-12-06,Toys,iOS App,Nagpur,47,0,454.37,2,5,0,863.3,Delivered,5.0,12.0
ORD100465,2022-12-06,Books,iOS App,Bhopal,38,1,534.01,5,25,99,2101.54,Returned,5.0,11.0
ORD100466,2022-12-07,Health,Tablet,Surat,56,0,1160.24,1,10,99,1143.22,Delivered,5.0,13.0
