date,ticker,open,high,low,close,volume,market_cap,pe_ratio,dividend_yield
2023-02-06,ALPHA,123.73,125.81,122.77,124.75,1532187,5684895492.0,22.71,0.0061
2023-02-07,ALPHA,130.84,133.69,129.51,129.86,3952822,5917759748.0,37.32,0.0071
2023-02-08,ALPHA,129.36,129.06,126.47,128.1,475112,5837556012.0,29.53,0.0262
2023-02-09,ALPHA,122.85,124.2,121.86,123.64,2114885,5634312453.0,12.08,0.0298
2023-02-10,ALPHA,120.57,121.77,121.09,121.61,299437,5541804735.0,14.3,0.0394
2023-02-13,ALPHA,124.36,127.89,123.22,125.31,4526935,5710414862.0,27.59,0.0402
2023-02-14,ALPHA,126.26,126.47,123.91,125.38,1722554,5713604783.0,16.76,0.0421
2023-02-15,ALPHA,128.91,128.75,125.13,127.7,1249198,5819327890.0,15.87,0.008
2023-02-16,ALPHA,126.68,126.87,123.46,126.45,3497008,5762365009.0,39.63,0.0373
2023-02-17,ALPHA,126.46,125.54,123.31,125.34,4743987,5711781971.0,31.28,0.0036
2023-02-20,ALPHA,122.17,122.35,119.09,121.51,359728,5537247705.0,19.07,0.044
2023-02-21,ALPHA,121.0,122.27,117.34,120.83,4349150,5506259898.0,10.83,0.0263
2023-02-22,ALPHA,121.89,123.29,119.03,120.89,2023004,5508994116.0,33.85,0.0321
2023-02-23,ALPHA,122.73,123.18,121.54,122.81,948534,5596489101.0,27.32,0.031
2023-02-24,ALPHA,123.87,125.45,120.56,124.09,457936,5654819091.0,19.34,0.0279
2023-02-27,ALPHA,129.13,132.39,126.89,128.56,2231101,5858518352.0,25.82,0.0262
2023-02-28,ALPHA,128.89,130.87,125.6,128.25,1283417,5844391557.0,36.9,0.0461
2023-03-01,ALPHA,128.48,132.71,125.14,128.85,1291071,5871733740.0,11.9,0.0174
2023-03-02,ALPHA,128.79,129.16,125.36,128.85,1015892,5871733740.0,31.96,0.0389
2023-03-03,ALPHA,126.55,128.82,126.19,127.27,796018,5799732659.0,35.88,0.0181
2023-03-06,ALPHA,127.27,129.14,126.48,128.25,3951597,5844391557.0,25.62,0.0023
2023-03-07,ALPHA,127.27,131.26,127.48,127.65,2001290,5817049375.0,38.83,0.0189
2023-03-08,ALPHA,131.49,135.08,130.25,131.51,4026122,5992950750.0,16.95,0.0075
2023-03-09,ALPHA,128.79,131.89,129.53,129.68,2722292,5909557093.0,31.64,0.022
2023-03-10,ALPHA,128.06,130.12,126.16,128.93,485865,5875379365.0,22.75,0.0041
2023-03-13,ALPHA,125.13,128.14,124.5,126.08,2067738,5745503997.0,21.37,0.0393
2023-03-14,ALPHA,127.84,130.21,125.21,126.89,525047,5782415943.0,29.09,0.0295
2023-03-15,ALPHA,124.37,126.02,122.12,123.89,1725302,5645705030.0,28.28,0.0019
2023-03-16,ALPHA,123.03,126.75,123.53,123.91,4134260,5646616436.0,21.02,0.0323
2023-03-17,ALPHA,121.73,123.84,119.62,121.34,1706621,5529500753.0,21.26,0.0477
2023-03-20,ALPHA,119.2,119.58,116.6,119.23,1267557,5433347410.0,24.4,0.0032
2023-03-21,ALPHA,117.77,120.29,116.57,117.62,889054,5359979220.0,39.79,0.0178
2023-03-22,ALPHA,119.98,119.95,116.57,119.2,750831,5431980301.0,33.96,0.0447
2023-03-23,ALPHA,118.98,122.15,115.77,119.04,1191455,5424689053.0,20.99,0.0017
2023-03-24,ALPHA,118.31,119.91,117.34,118.81,4556528,5414207883.0,20.9,0.0459
2023-03-27,ALPHA,120.72,122.08,116.94,120.05,2694154,5470715060.0,36.9,0.0494
2023-03-28,ALPHA,117.85,119.68,117.64,118.66,3936170,5407372337.0,33.38,0.0195
2023-03-29,ALPHA,115.46,114.52,112.56,114.49,879419,5217344167.0,29.61,0.0232
2023-03-30,ALPHA,113.25,114.89,111.81,112.26,3083334,5115722388.0,31.42,0.0494
2023-03-31,ALPHA,111.37,114.12,109.72,111.72,4164481,5091114423.0,11.71,0.003
2023-04-03,ALPHA,112.27,114.75,109.64,111.66,3901047,5088380205.0,12.78,0.0159
2023-04-04,ALPHA,113.76,114.75,110.88,112.81,3707213,5140786055.0,19.47,0.0032
2023-04-05,ALPHA,113.49,113.19,111.58,112.55,3784657,5128937776.0,24.18,0.0373
2023-04-06,ALPHA,113.76,115.23,111.73,114.64,4945383,5224179713.0,31.33,0.0326
2023-04-07,ALPHA,114.66,116.78,113.15,115.43,1996348,5260180253.0,33.46,0.0432
2023-04-10,ALPHA,112.51,113.65,110.06,112.53,1652030,5128026370.0,36.54,0.0095
2023-04-11,ALPHA,107.52,108.72,105.44,107.41,561534,4894706411.0,18.13,0.0273
2023-04-12,ALPHA,105.16,106.2,105.21,105.49,993735,4807211426.0,32.44,0.0357
2023-04-13,ALPHA,104.89,108.93,104.62,105.79,2079088,4820882517.0,39.84,0.0141
2023-04-14,ALPHA,106.37,106.79,104.93,106.52,470032,4854148840.0,16.25,0.0445
2023-04-17,ALPHA,105.88,108.71,103.57,106.35,3810652,4846401888.0,12.09,0.0099
2023-04-18,ALPHA,106.51,108.44,105.26,106.62,1814786,4858705870.0,36.9,0.0059
2023-04-19,ALPHA,108.68,111.0,108.52,109.18,1684436,4975365850.0,14.05,0.014
2023-04-20,ALPHA,109.1,111.25,107.15,109.24,4612628,4978100068.0,31.59,0.0399
2023-04-21,ALPHA,110.15,112.94,109.64,109.96,392793,5010910687.0,21.62,0.0357
2023-04-24,ALPHA,112.84,115.45,110.96,113.16,2996859,5156735662.0,20.67,0.0446
2023-04-25,ALPHA,108.87,110.39,106.74,109.5,3034997,4989948347.0,38.22,0.0308
2023-04-26,ALPHA,112.67,113.81,112.32,112.9,4796850,5144887383.0,20.53,0.0459
2023-04-27,ALPHA,107.22,110.42,106.34,107.74,2105327,4909744611.0,22.23,0.0272
2023-04-28,ALPHA,105.24,107.69,104.63,106.17,4578675,4838199233.0,10.47,0.0459
2023-05-01,ALPHA,105.41,107.35,104.9,105.13,3412246,4790806116.0,15.51,0.0435
2023-05-02,ALPHA,102.34,103.22,101.53,102.07,1960734,4651360985.0,20.84,0.0237
2023-05-03,ALPHA,101.43,104.05,101.78,101.8,2692875,4639057002.0,29.98,0.0003
2023-05-04,ALPHA,102.67,103.03,100.8,101.74,2245814,4636322784.0,11.92,0.0493
2023-05-05,ALPHA,103.72,104.65,101.82,103.12,3051840,4699209804.0,20.49,0.0249
2023-05-08,ALPHA,105.31,107.38,103.02,104.47,1566844,4760729715.0,20.96,0.037
2023-05-09,ALPHA,104.76,106.38,102.79,104.82,1716940,4776679322.0,33.73,0.0226
2023-05-10,ALPHA,107.02,107.69,104.34,106.97,3735358,4874655477.0,18.25,0.0181
2023-05-11,ALPHA,108.65,109.97,107.67,108.24,4909107,4932529764.0,36.76,0.0179
2023-05-12,ALPHA,107.83,107.67,104.43,107.64,2890013,4905187581.0,38.32,0.0178
2023-05-15,ALPHA,108.26,108.8,107.54,107.9,1713514,4917035860.0,16.65,0.029
2023-05-16,ALPHA,106.56,108.63,104.34,106.7,410767,4862351495.0,21.33,0.0404
2023-05-17,ALPHA,103.61,104.6,102.0,104.38,4698762,4756628388.0,32.0,0.0285
2023-05-18,ALPHA,105.87,106.65,102.08,105.21,4601512,4794451741.0,18.06,0.0263
2023-05-19,ALPHA,102.18,104.25,100.44,102.41,1115842,4666854888.0,34.78,0.0153
2023-05-22,ALPHA,102.31,102.78,99.3,102.09,3948887,4652272391.0,39.22,0.0231
2023-05-23,ALPHA,97.64,98.54,95.51,97.9,3418431,4461332815.0,28.94,0.009
2023-05-24,ALPHA,98.02,100.02,97.13,98.05,4671520,4468168360.0,14.84,0.0372
2023-05-25,ALPHA,97.07,99.63,95.1,96.8,2566678,4411205480.0,10.06,0.0392
2023-05-26,ALPHA,97.97,98.72,94.92,97.82,1322347,4457687190.0,22.3,0.0119
2023-05-29,ALPHA,96.76,98.07,95.46,97.46,1775204,4441281881.0,16.81,0.0284
2023-05-30,ALPHA,96.75,100.13,94.36,97.26,3789661,4432167820.0,33.22,0.0142
2023-05-31,ALPHA,96.74,99.82,97.13,97.38,1089904,4437636256.0,24.09,0.0489
2023-06-01,ALPHA,96.49,99.05,95.94,96.34,3205894,4390243140.0,28.97,0.0149
2023-06-02,ALPHA,95.19,95.52,93.54,95.39,4152246,4346951350.0,28.19,0.0432
2023-06-05,ALPHA,93.96,97.09,92.29,94.44,703589,4303659561.0,11.09,0.035
2023-06-06,ALPHA,93.4,96.63,91.73,94.26,2687982,4295456906.0,31.24,0.0483
2023-06-07,ALPHA,93.84,94.18,92.51,93.34,1371895,4253532226.0,34.77,0.036
2023-06-08,ALPHA,93.29,95.89,91.65,94.13,2539563,4289532766.0,24.14,0.0305
2023-06-09,ALPHA,90.94,91.63,90.26,91.16,1039635,4154188962.0,27.46,0.023
2023-06-12,ALPHA,88.64,89.83,86.75,88.72,1664156,4042997419.0,14.31,0.0236
2023-06-13,ALPHA,91.68,93.43,91.02,91.77,851557,4181986848.0,29.76,0.0001
2023-06-14,ALPHA,90.42,91.38,89.42,91.08,2038102,4150543338.0,38.19,0.0498
2023-06-15,ALPHA,89.81,92.03,87.12,89.44,3281992,4075808038.0,31.36,0.0284
2023-06-16,ALPHA,88.94,91.92,87.49,89.43,1594134,4075352335.0,10.43,0.0293
2023-06-19,ALPHA,90.92,93.05,89.85,90.69,4343670,4132770919.0,19.28,0.009
2023-06-20,ALPHA,91.54,92.11,90.89,91.76,3067349,4181531145.0,38.62,0.0216
2023-06-21,ALPHA,90.59,92.37,89.46,90.55,4940562,4126391076.0,30.05,0.011
2023-06-22,ALPHA,89.66,92.15,87.93,89.75,3410272,4089934833.0,19.74,0.0109
2023-06-23,ALPHA,90.04,89.6,88.25,89.23,1153637,4066238274.0,28.01,0.0274
2023-06-26,ALPHA,89.48,91.5,87.18,89.76,2877157,4090390536.0,14.9,0.012
2023-06-27,ALPHA,89.24,90.41,88.79,89.86,3403718,4094947566.0,37.74,0.0333
2023-06-28,ALPHA,88.15,90.23,87.82,88.4,2426542,4028414921.0,21.7,0.0188
2023-06-29,ALPHA,87.62,89.32,85.35,87.62,483714,3992870084.0,15.76,0.0188
2023-06-30,ALPHA,86.47,89.51,86.75,87.23,984945,3975097665.0,12.25,0.0351
2023-07-03,ALPHA,90.33,90.89,89.32,89.58,1271273,4082187881.0,11.05,0.0335
2023-07-04,ALPHA,88.78,91.35,89.21,89.32,2123734,4070339602.0,29.35,0.0202
2023-07-05,ALPHA,95.49,95.21,91.92,94.67,4252149,4314140731.0,30.44,0.0465
2023-07-06,ALPHA,94.06,96.06,93.94,94.24,223215,4294545500.0,29.76,0.0164
2023-07-07,ALPHA,91.51,93.81,88.84,91.41,4713445,4165581538.0,19.42,0.0359
2023-07-10,ALPHA,92.36,94.02,90.31,92.02,2692147,4193379424.0,33.78,0.0397
2023-07-11,ALPHA,92.96,96.25,92.51,93.78,4856226,4273583160.0,35.2,0.0109
2023-07-12,ALPHA,94.45,96.4,92.4,94.61,3437665,4311406513.0,28.09,0.0237
2023-07-13,ALPHA,94.56,96.54,93.1,94.97,2375894,4327811822.0,28.46,0.001
2023-07-14,ALPHA,93.72,96.94,94.09,94.35,670316,4299558233.0,15.77,0.0165
2023-07-17,ALPHA,94.22,94.81,91.58,93.9,3705475,4279051596.0,35.74,0.0135
2023-07-18,ALPHA,89.39,92.01,88.74,89.99,3083503,4100871706.0,12.54,0.0386
2023-07-19,ALPHA,91.56,93.31,90.94,91.41,1908729,4165581538.0,34.07,0.011
2023-07-20,ALPHA,90.61,93.03,88.74,90.81,4100939,4138239355.0,22.56,0.0013
2023-07-21,ALPHA,93.59,94.09,92.53,92.71,3534910,4224822934.0,12.94,0.0012
2023-07-24,ALPHA,92.6,93.21,91.8,91.85,1512037,4185632472.0,11.84,0.0382
2023-07-25,ALPHA,90.89,91.88,89.77,91.79,845736,4182898254.0,39.65,0.0072
2023-07-26,ALPHA,94.46,96.5,92.4,93.88,3328012,4278140190.0,27.07,0.0322
2023-07-27,ALPHA,95.53,97.29,93.32,96.17,698372,4382496188.0,23.33,0.0101
2023-07-28,ALPHA,97.59,99.27,97.54,97.65,2673966,4449940238.0,37.76,0.0111
2023-07-31,ALPHA,94.98,94.95,91.95,94.39,4920675,4301381046.0,23.89,0.0403
2023-08-01,ALPHA,91.86,93.96,90.67,92.25,3737280,4203860594.0,35.41,0.0341
2023-08-02,ALPHA,93.88,94.41,92.52,93.44,1626482,4258089256.0,35.61,0.0327
2023-08-03,ALPHA,91.82,93.92,91.33,92.3,4808964,4206139109.0,32.5,0.0464
2023-08-04,ALPHA,93.14,94.49,91.49,92.45,4496125,4212974655.0,12.85,0.0435
2023-08-07,ALPHA,92.71,94.52,90.08,92.82,2508426,4229835668.0,38.64,0.0423
2023-08-08,ALPHA,92.72,93.37,92.54,93.28,211376,4250798008.0,28.82,0.0068
2023-08-09,ALPHA,90.71,93.74,90.83,91.53,4464005,4171049975.0,22.26,0.0083
2023-08-10,ALPHA,93.44,94.81,91.97,93.24,4174215,4248975195.0,32.99,0.0491
2023-08-11,ALPHA,92.73,93.05,91.65,92.39,4882643,4210240437.0,12.22,0.0288
2023-08-14,ALPHA,93.74,94.31,90.6,93.4,4689762,4256266444.0,15.35,0.0275
2023-08-15,ALPHA,93.08,95.34,90.75,93.08,2511880,4241683947.0,30.33,0.0253
2023-08-16,ALPHA,96.14,99.04,93.65,96.33,176204,4389787436.0,28.89,0.0368
2023-08-17,ALPHA,99.11,101.28,96.83,98.87,2036291,4505536010.0,25.73,0.0297
2023-08-18,ALPHA,101.73,105.42,100.24,102.69,2007383,4679614573.0,30.24,0.0075
2023-08-21,ALPHA,105.23,107.33,103.2,105.78,1573254,4820426814.0,38.5,0.0051
2023-08-22,ALPHA,105.03,106.87,103.71,105.55,4060528,4809945644.0,13.91,0.0151
2023-08-23,ALPHA,105.15,107.14,103.39,104.57,4065815,4765286746.0,20.29,0.0435
2023-08-24,ALPHA,102.34,103.67,101.06,102.46,121947,4669133403.0,18.8,0.0201
2023-08-25,ALPHA,102.05,105.17,102.49,102.99,4577530,4693285665.0,38.06,0.0436
2023-08-28,ALPHA,103.87,104.96,101.19,103.06,1593838,4696475586.0,15.62,0.0286
2023-08-29,ALPHA,102.77,103.48,101.18,103.01,961099,4694197071.0,21.03,0.0465
2023-08-30,ALPHA,100.65,102.45,98.5,101.51,1365306,4625841614.0,37.18,0.0442
2023-08-31,ALPHA,102.03,102.85,101.46,102.2,409704,4657285124.0,30.1,0.0188
2023-09-01,ALPHA,102.43,101.9,100.31,101.52,755237,4626297317.0,10.93,0.0276
2023-09-04,ALPHA,101.28,101.94,98.03,100.67,1541275,4587562558.0,38.81,0.0355
2023-09-05,ALPHA,101.19,101.6,98.55,101.0,531058,4602600759.0,11.8,0.0023
2023-09-06,ALPHA,101.41,101.11,98.38,100.89,945180,4597588025.0,25.66,0.008
2023-09-07,ALPHA,98.36,98.94,96.58,98.33,1319961,4480928046.0,17.26,0.0365
2023-09-08,ALPHA,97.55,98.76,94.16,96.96,3857220,4418496728.0,28.96,0.0457
2023-09-11,ALPHA,98.59,100.29,97.27,97.92,1079734,4462244221.0,18.51,0.0152
2023-09-12,ALPHA,97.55,99.23,95.87,97.87,4601983,4459965705.0,34.53,0.0197
2023-09-13,ALPHA,94.38,96.21,94.25,94.48,4874575,4305482373.0,26.96,0.0437
2023-09-14,ALPHA,95.17,97.56,93.6,95.69,1751198,4360622442.0,19.39,0.0133
2023-09-15,ALPHA,95.99,97.51,93.82,95.64,208301,4358343926.0,35.97,0.0463
2023-09-18,ALPHA,93.16,96.62,93.62,93.84,1517003,4276317378.0,33.32,0.0071
2023-09-19,ALPHA,92.69,94.43,90.43,92.74,734628,4226190043.0,24.79,0.0126
2023-09-20,ALPHA,93.91,94.56,92.61,93.04,256087,4239861135.0,24.74,0.0018
2023-09-21,ALPHA,89.31,91.69,87.09,89.37,4055008,4072618117.0,24.04,0.0047
2023-09-22,ALPHA,89.29,91.75,88.71,90.07,634481,4104517330.0,26.2,0.0128
2023-09-25,ALPHA,90.82,92.96,91.35,91.7,3836212,4178796926.0,35.74,0.0328
2023-09-26,ALPHA,94.04,95.28,90.85,93.2,3370694,4247152383.0,12.21,0.01
2023-09-27,ALPHA,95.55,95.8,92.41,95.16,2394439,4336470180.0,21.65,0.047
2023-09-28,ALPHA,94.24,95.74,91.71,93.85,1664149,4276773081.0,32.5,0.0174
2023-09-29,ALPHA,95.38,97.83,93.51,95.63,1987853,4357888223.0,38.92,0.0259
2023-10-02,ALPHA,96.12,97.96,94.41,96.12,1619236,4380217673.0,14.59,0.0332
2023-10-03,ALPHA,94.82,95.24,93.98,94.71,1797108,4315963543.0,11.3,0.0068
2023-10-04,ALPHA,96.04,97.01,92.8,95.53,1416965,4353331193.0,34.15,0.0344
2023-10-05,ALPHA,96.33,98.65,95.07,96.31,4870062,4388876030.0,39.11,0.006
2023-10-06,ALPHA,98.63,100.21,98.19,99.01,4601036,4511915853.0,31.44,0.0413
2023-10-09,ALPHA,101.24,103.99,100.58,101.17,4348353,4610347710.0,26.62,0.0244
2023-10-10,ALPHA,100.31,100.09,99.85,99.95,4213454,4554751939.0,17.0,0.0045
2023-10-11,ALPHA,99.7,102.6,100.06,100.59,1382630,4583916934.0,38.75,0.0354
2023-10-12,ALPHA,101.17,101.93,98.5,101.22,4349134,4612626226.0,31.67,0.0038
2023-10-13,ALPHA,101.39,103.69,99.2,101.71,2359554,4634955675.0,30.82,0.0487
2023-10-16,ALPHA,101.98,104.06,100.33,101.18,901411,4610803413.0,36.46,0.0227
2023-10-17,ALPHA,104.17,106.2,101.93,104.4,3755166,4757539794.0,36.27,0.0191
2023-10-18,ALPHA,103.53,104.61,100.93,103.26,4825314,4705589647.0,12.42,0.0157
2023-10-19,ALPHA,106.3,109.13,105.91,106.39,4141603,4848224700.0,10.6,0.0225
2023-10-20,ALPHA,104.35,105.14,102.03,103.7,191707,4725640581.0,16.68,0.0391
2023-10-23,ALPHA,103.91,104.76,101.16,103.02,697715,4694652774.0,37.31,0.026
2023-10-24,ALPHA,103.59,105.42,102.8,104.46,745976,4760274012.0,26.01,0.0322
2023-10-25,ALPHA,101.54,104.21,100.23,102.52,4783484,4671867622.0,29.43,0.0029
2023-10-26,ALPHA,101.6,103.36,98.42,101.19,2699190,4611259117.0,20.38,0.0426
2023-10-27,ALPHA,102.47,103.76,102.13,102.2,4114858,4657285124.0,22.75,0.0264
2023-10-30,ALPHA,99.16,99.68,96.95,99.05,768427,4513738665.0,19.0,0.0262
2023-10-31,ALPHA,100.91,101.11,99.57,101.05,2567391,4604879274.0,38.21,0.0126
2023-11-01,ALPHA,104.29,104.45,100.84,103.77,1924575,4728830502.0,22.36,0.0039
2023-11-02,ALPHA,107.07,109.36,103.92,106.64,2553019,4859617276.0,35.08,0.0168
2023-11-03,ALPHA,107.12,110.39,104.41,107.3,3382272,4889693677.0,14.66,0.0409
2023-11-06,ALPHA,106.13,108.3,103.47,106.5,2584757,4853237434.0,19.52,0.0274
2023-11-07,ALPHA,106.82,108.47,104.73,105.84,459356,4823161033.0,15.44,0.0132
2023-11-08,ALPHA,106.22,106.57,103.28,106.42,4097350,4849591809.0,18.8,0.0297
2023-11-09,ALPHA,106.08,109.43,104.96,106.7,4549356,4862351495.0,30.03,0.0176
2023-11-10,ALPHA,106.98,106.91,104.93,106.0,2777599,4830452281.0,14.24,0.0112
2023-11-13,ALPHA,109.5,109.62,106.97,109.05,995157,4969441710.0,26.08,0.037
2023-11-14,ALPHA,108.73,109.5,105.83,108.6,4081489,4948935073.0,10.09,0.0084
2023-11-15,ALPHA,112.05,113.12,108.85,111.45,3036806,5078810441.0,39.49,0.0292
2023-11-16,ALPHA,111.06,113.65,108.84,111.68,4331331,5089291611.0,11.07,0.0367
2023-11-17,ALPHA,111.92,111.81,109.43,111.79,3116278,5094304345.0,32.63,0.0031
2023-11-20,ALPHA,112.35,114.02,110.68,112.86,3542140,5143064571.0,36.08,0.0348
2023-11-21,ALPHA,114.75,116.33,111.86,113.92,3944312,5191369093.0,39.89,0.0006
2023-11-22,ALPHA,112.83,116.22,111.01,113.66,329690,5179520814.0,29.5,0.0406
2023-11-23,ALPHA,114.2,115.66,112.21,114.85,1297311,5233749477.0,28.2,0.0139
2023-11-24,ALPHA,115.71,117.17,115.05,116.31,2294441,5300282121.0,26.73,0.0077
2023-11-27,ALPHA,119.65,122.24,116.29,119.8,3566883,5459322484.0,32.94,0.0065
2023-11-28,ALPHA,119.11,122.18,117.98,119.99,1352651,5467980842.0,36.12,0.0218
2023-11-29,ALPHA,118.45,120.11,118.09,118.34,2301535,5392789839.0,25.83,0.0144
2023-11-30,ALPHA,117.47,118.85,116.09,116.93,313036,5328535710.0,31.6,0.0234
2023-12-01,ALPHA,120.75,123.78,119.51,121.95,3198899,5557298639.0,38.87,0.0423
2023-12-04,ALPHA,118.77,119.3,116.26,117.86,3278104,5370916093.0,13.36,0.0052
2023-12-05,ALPHA,116.18,118.1,115.31,115.37,2782998,5257446035.0,27.69,0.013
2023-12-06,ALPHA,114.42,118.54,114.48,115.46,2612882,5261547362.0,12.02,0.0057
2023-12-07,ALPHA,113.23,116.41,112.81,114.22,4992578,5205040185.0,23.07,0.0319
2023-12-08,ALPHA,116.11,116.88,114.41,115.94,399438,5283421109.0,31.78,0.0312
2023-12-11,ALPHA,117.06,120.93,117.13,117.5,3575833,5354510784.0,21.41,0.0424
2023-12-12,ALPHA,116.38,116.71,113.59,116.4,3146817,5304383449.0,13.0,0.0365
2023-12-13,ALPHA,119.75,123.01,118.08,119.59,2308819,5449752720.0,34.9,0.035
2023-12-14,ALPHA,117.57,119.21,114.96,117.25,1031268,5343118207.0,17.32,0.008
2023-12-15,ALPHA,116.27,118.2,113.88,115.73,4680468,5273851345.0,25.07,0.041
2023-12-18,ALPHA,119.89,120.55,115.61,119.04,4692554,5424689053.0,14.49,0.0004
2023-12-19,ALPHA,116.53,117.53,115.56,116.28,1766171,5298915012.0,39.68,0.0357
2023-12-20,ALPHA,116.12,117.82,114.18,117.04,3515932,5333548444.0,21.48,0.0407
2023-12-21,ALPHA,119.5,120.79,118.8,120.38,630673,5485753261.0,34.65,0.0113
2023-12-22,ALPHA,115.04,115.86,114.52,114.78,118382,5230559555.0,21.54,0.0156
2023-12-25,ALPHA,114.6,114.99,111.58,114.12,4834725,5200483154.0,20.49,0.0121
2023-12-26,ALPHA,116.69,117.96,113.76,116.1,4369896,5290712357.0,17.21,0.041
2023-12-27,ALPHA,115.61,118.54,113.51,115.57,143538,5266560096.0,22.14,0.021
2023-12-28,ALPHA,115.96,116.02,114.15,115.73,418835,5273851345.0,36.26,0.0182
2023-12-29,ALPHA,117.25,118.75,113.47,116.15,841213,5292990872.0,29.85,0.0251
2022-01-03,BETA,104.18,104.55,101.14,104.03,156852,9752693166.0,20.44,0.0096
2022-01-04,BETA,103.28,102.77,102.4,102.6,1884734,9618632306.0,15.29,0.0274
2022-01-05,BETA,101.15,102.78,100.37,101.35,475188,9501446240.0,25.07,0.0408
2022-01-06,BETA,103.69,104.4,100.28,102.89,4985228,9645819474.0,28.04,0.0183
2022-01-07,BETA,102.53,106.0,101.49,103.13,262468,9668319198.0,34.1,0.0028
2022-01-10,BETA,106.48,108.15,104.29,106.69,4902383,10002065115.0,25.42,0.0174
2022-01-11,BETA,105.44,107.67,104.95,106.25,2333884,9960815619.0,21.02,0.0037
2022-01-12,BETA,107.35,108.01,105.0,106.42,1445148,9976752924.0,37.71,0.0094
2022-01-13,BETA,106.71,108.49,106.96,107.06,1553630,10036752190.0,23.07,0.0234
2022-01-14,BETA,104.49,107.85,102.04,105.02,725219,9845504530.0,18.43,0.044
2022-01-17,BETA,102.02,104.49,100.9,102.59,4363158,9617694818.0,12.28,0.0447
2022-01-18,BETA,100.01,102.45,97.61,100.06,4845916,9380510220.0,15.54,0.0352
2022-01-19,BETA,94.14,94.57,91.37,94.13,3701343,8824579522.0,30.73,0.0421
2022-01-20,BETA,94.33,96.48,93.38,94.01,1193176,8813329660.0,15.95,0.0267
2022-01-21,BETA,92.41,94.51,91.17,91.84,2749148,8609894649.0,20.95,0.0478
2022-01-24,BETA,91.35,93.59,90.8,90.98,3547551,8529270636.0,10.82,0.0417
2022-01-25,BETA,92.67,95.41,91.54,92.68,149288,8688643686.0,21.34,0.0329
2022-01-26,BETA,91.19,93.03,89.09,91.12,3200690,8542395475.0,29.44,0.0117
2022-01-27,BETA,93.16,94.14,90.52,92.28,1401162,8651144145.0,16.58,0.0381
2022-01-28,BETA,89.6,89.87,88.63,89.69,3697862,8408334616.0,10.12,0.0438
2022-01-31,BETA,88.29,89.36,87.62,88.61,4463457,8307085854.0,35.0,0.0239
2022-02-01,BETA,91.68,93.57,88.78,91.41,1834527,8569582643.0,31.63,0.0182
2022-02-02,BETA,91.04,91.71,90.49,90.73,1316768,8505833423.0,39.78,0.0182
2022-02-03,BETA,93.68,94.6,92.66,92.87,2084467,8706455968.0,14.07,0.0376
2022-02-04,BETA,96.54,98.53,96.24,96.83,235691,9077701425.0,30.32,0.0475
2022-02-07,BETA,96.15,97.8,93.97,96.13,1352585,9012077228.0,17.72,0.02
2022-02-08,BETA,95.25,96.07,93.15,95.01,1232041,8907078513.0,25.07,0.0053
2022-02-09,BETA,91.72,93.76,90.52,91.34,223364,8563020223.0,32.4,0.0021
2022-02-10,BETA,91.01,92.54,89.94,91.85,3807347,8610832138.0,15.05,0.0416
2022-02-11,BETA,93.24,94.64,90.8,92.5,2381868,8671768892.0,23.96,0.0155
2022-02-14,BETA,93.21,93.88,92.88,93.81,4312640,8794579890.0,18.07,0.0412
2022-02-15,BETA,95.66,98.61,93.4,96.19,1521525,9017702159.0,14.65,0.0058
2022-02-16,BETA,94.81,96.59,92.0,94.44,1497785,8853641667.0,31.68,0.002
2022-02-17,BETA,97.06,100.52,94.83,97.65,2213552,9154575485.0,17.75,0.0155
2022-02-18,BETA,96.48,97.54,95.05,97.19,1237917,9111451012.0,25.88,0.0158
2022-02-21,BETA,98.73,100.21,96.33,97.85,3826143,9173325255.0,30.78,0.0499
2022-02-22,BETA,98.04,98.67,97.3,97.76,4203536,9164887858.0,23.29,0.0119
2022-02-23,BETA,97.29,97.15,94.05,96.43,3421258,9040201884.0,14.0,0.0371
2022-02-24,BETA,93.56,94.96,92.56,94.38,1061520,8848016736.0,10.37,0.046
2022-02-25,BETA,93.89,96.81,91.95,94.77,3905902,8884578788.0,21.46,0.0391
2022-02-28,BETA,92.74,95.78,91.65,93.15,1880234,8732705647.0,39.72,0.0487
2022-03-01,BETA,91.95,94.63,90.1,92.81,4919895,8700831037.0,39.18,0.0084
2022-03-02,BETA,92.04,92.88,90.28,92.15,1965004,8638956794.0,23.45,0.0342
2022-03-03,BETA,92.43,92.68,91.12,91.58,3044621,8585519948.0,22.48,0.0261
2022-03-04,BETA,88.39,89.28,88.47,88.64,2040442,8309898320.0,29.39,0.0435
2022-03-07,BETA,84.0,83.79,82.02,83.61,4404439,7838341590.0,34.98,0.0371
2022-03-08,BETA,85.15,86.85,83.07,84.9,467589,7959277610.0,27.35,0.0389
2022-03-09,BETA,85.83,86.91,86.01,86.64,4906641,8122400614.0,31.72,0.0193
2022-03-10,BETA,82.24,84.29,81.93,82.68,4234657,7751155157.0,10.72,0.0338
2022-03-11,BETA,83.54,84.39,81.77,83.32,272043,7811154423.0,36.36,0.0441
2022-03-14,BETA,82.99,83.85,83.43,83.67,1153667,7843966521.0,26.17,0.0099
2022-03-15,BETA,81.63,82.44,80.36,81.7,1715587,7659281281.0,24.77,0.0016
2022-03-16,BETA,83.34,83.24,82.89,83.05,1897938,7785842232.0,16.48,0.0156
2022-03-17,BETA,84.51,86.38,84.48,84.78,2971556,7948027748.0,14.08,0.0432
